Person Name,Person ID,Date,Start,End
Virgilio Godby,10,3.10.2012,18:21,01:00
Virgilio Godby,10,3.10.2012,04:21,04:21
Curtis Duden,11,3.10.2012,18:21,00:18
Curtis Duden,11,3.10.2012,04:21,04:21
Kristina Marrinan,12,3.10.2012,18:21,21:55
Kristina Marrinan,12,3.10.2012,04:21,04:21
Lilli Brockington,1,4.10.2012,18:21,22:03
Wenona Endsley,2,4.10.2012,18:21,05:19
Houston Riess,3,4.10.2012,18:21,00:10
Houston Riess,3,4.10.2012,04:21,04:21
Chana Crowther,4,4.10.2012,18:21,00:16
Aleisha Lige,5,4.10.2012,18:21,03:54
Modesto Melody,6,4.10.2012,18:21,01:36
Hassan Lindstedt,7,4.10.2012,18:21,04:53
Hassan Lindstedt,7,4.10.2012,04:21,04:21
Elwood Quarles,8,4.10.2012,18:21,22:16
Marci Luckett,9,4.10.2012,18:21,03:03
Marci Luckett,9,4.10.2012,04:21,04:21
Virgilio Godby,10,4.10.2012,18:21,02:24
Curtis Duden,11,4.10.2012,18:21,21:43
Curtis Duden,11,4.10.2012,04:21,04:21
Kristina Marrinan,12,4.10.2012,18:21,23:47
Kristina Marrinan,12,4.10.2012,04:21,04:21
Felisa Diver,13,4.10.2012,18:21,05:59
Felisa Diver,13,4.10.2012,04:21,04:21
Dalia Hoak,14,4.10.2012,18:21,21:33
Dalia Hoak,14,4.10.2012,04:21,04:21
Lilli Brockington,1,5.10.2012,18:21,01:10
Lilli Brockington,1,5.10.2012,04:21,04:21
Wenona Endsley,2,5.10.2012,18:21,20:59
Wenona Endsley,2,5.10.2012,04:21,04:21
Houston Riess,3,5.10.2012,18:21,02:48
Chana Crowther,4,5.10.2012,18:21,01:25
Aleisha Lige,5,5.10.2012,18:21,02:28
Aleisha Lige,5,5.10.2012,04:21,04:21
Modesto Melody,6,5.10.2012,18:21,06:19
Hassan Lindstedt,7,5.10.2012,18:21,21:13
Elwood Quarles,8,5.10.2012,18:21,00:59
Elwood Quarles,8,5.10.2012,04:21,04:21
Marci Luckett,9,5.10.2012,18:21,00:47
Marci Luckett,9,5.10.2012,04:21,04:21
Virgilio Godby,10,5.10.2012,18:21,02:26
Curtis Duden,11,5.10.2012,18:21,23:55
Kristina Marrinan,12,5.10.2012,18:21,00:19
Felisa Diver,13,5.10.2012,18:21,01:58
Dalia Hoak,14,5.10.2012,18:21,05:58
Dalia Hoak,14,5.10.2012,04:21,04:21
Lilli Brockington,1,6.10.2012,18:21,05:12
Wenona Endsley,2,6.10.2012,18:21,06:02
Houston Riess,3,6.10.2012,18:21,05:02
Chana Crowther,4,6.10.2012,18:21,03:45
Chana Crowther,4,6.10.2012,04:21,04:21
Aleisha Lige,5,6.10.2012,18:21,23:05
Aleisha Lige,5,6.10.2012,04:21,04:21
Modesto Melody,6,6.10.2012,18:21,21:45
Hassan Lindstedt,7,6.10.2012,18:21,02:18
Hassan Lindstedt,7,6.10.2012,04:21,04:21
Elwood Quarles,8,6.10.2012,18:21,06:19
Elwood Quarles,8,6.10.2012,04:21,04:21
Marci Luckett,9,6.10.2012,18:21,22:54
Virgilio Godby,10,6.10.2012,18:21,00:45
Curtis Duden,11,6.10.2012,18:21,22:07
Kristina Marrinan,12,6.10.2012,18:21,05:59
Kristina Marrinan,12,6.10.2012,04:21,04:21
Lilli Brockington,1,7.10.2012,18:21,05:25
Lilli Brockington,1,7.10.2012,04:21,04:21
Wenona Endsley,2,7.10.2012,18:21,22:04
Houston Riess,3,7.10.2012,18:21,02:09
Houston Riess,3,7.10.2012,04:21,04:21
Chana Crowther,4,7.10.2012,18:21,00:22
Chana Crowther,4,7.10.2012,04:21,04:21
Aleisha Lige,5,7.10.2012,18:21,23:41
Aleisha Lige,5,7.10.2012,04:21,04:21
Modesto Melody,6,7.10.2012,18:21,04:02
Modesto Melody,6,7.10.2012,04:21,04:21
Hassan Lindstedt,7,7.10.2012,18:21,00:59
Hassan Lindstedt,7,7.10.2012,04:21,04:21
Elwood Quarles,8,7.10.2012,18:21,02:27
Elwood Quarles,8,7.10.2012,04:21,04:21
Marci Luckett,9,7.10.2012,18:21,02:18
Marci Luckett,9,7.10.2012,04:21,04:21
Virgilio Godby,10,7.10.2012,18:21,22:18
Virgilio Godby,10,7.10.2012,04:21,04:21
Curtis Duden,11,7.10.2012,18:21,02:03
Curtis Duden,11,7.10.2012,04:21,04:21
Kristina Marrinan,12,7.10.2012,18:21,02:44
Felisa Diver,13,7.10.2012,18:21,04:22
Felisa Diver,13,7.10.2012,04:21,04:21
Dalia Hoak,14,7.10.2012,18:21,04:34
Dalia Hoak,14,7.10.2012,04:21,04:21
Lilli Brockington,1,8.10.2012,18:21,21:48
Wenona Endsley,2,8.10.2012,18:21,05:00
Houston Riess,3,8.10.2012,18:21,00:04
Houston Riess,3,8.10.2012,04:21,04:21
Chana Crowther,4,8.10.2012,18:21,22:59
Chana Crowther,4,8.10.2012,04:21,04:21
Aleisha Lige,5,8.10.2012,18:21,23:46
Aleisha Lige,5,8.10.2012,04:21,04:21
Modesto Melody,6,8.10.2012,18:21,20:55
Hassan Lindstedt,7,8.10.2012,18:21,23:54
Elwood Quarles,8,8.10.2012,18:21,21:06
Elwood Quarles,8,8.10.2012,04:21,04:21
Marci Luckett,9,8.10.2012,18:21,04:51
Virgilio Godby,10,8.10.2012,18:21,23:41
Virgilio Godby,10,8.10.2012,04:21,04:21
Curtis Duden,11,8.10.2012,18:21,21:29
Curtis Duden,11,8.10.2012,04:21,04:21
Kristina Marrinan,12,8.10.2012,18:21,23:18
Felisa Diver,13,8.10.2012,18:21,01:56
Felisa Diver,13,8.10.2012,04:21,04:21
Lilli Brockington,1,9.10.2012,18:21,03:12
Lilli Brockington,1,9.10.2012,04:21,04:21
Wenona Endsley,2,9.10.2012,18:21,03:20
Wenona Endsley,2,9.10.2012,04:21,04:21
Houston Riess,3,9.10.2012,18:21,05:56
Houston Riess,3,9.10.2012,04:21,04:21
Chana Crowther,4,9.10.2012,18:21,22:56
Aleisha Lige,5,9.10.2012,18:21,02:11
Modesto Melody,6,9.10.2012,18:21,23:13
Hassan Lindstedt,7,9.10.2012,18:21,04:48
Elwood Quarles,8,9.10.2012,18:21,00:30
Marci Luckett,9,9.10.2012,18:21,20:30
Virgilio Godby,10,9.10.2012,18:21,04:35
Virgilio Godby,10,9.10.2012,04:21,04:21
Curtis Duden,11,9.10.2012,18:21,04:28
Curtis Duden,11,9.10.2012,04:21,04:21
Kristina Marrinan,12,9.10.2012,18:21,23:36
Kristina Marrinan,12,9.10.2012,04:21,04:21
Felisa Diver,13,9.10.2012,18:21,01:09
Felisa Diver,13,9.10.2012,04:21,04:21
Dalia Hoak,14,9.10.2012,18:21,05:55
Dalia Hoak,14,9.10.2012,04:21,04:21
Shiloh Weis,15,9.10.2012,18:21,23:10
Shiloh Weis,15,9.10.2012,04:21,04:21
Neoma Paine,16,9.10.2012,18:21,06:06
Neoma Paine,16,9.10.2012,04:21,04:21
Celena Ranck,17,9.10.2012,18:21,06:18
Lilli Brockington,1,10.10.2012,18:21,03:38
Lilli Brockington,1,10.10.2012,04:21,04:21
Wenona Endsley,2,10.10.2012,18:21,01:22
Houston Riess,3,10.10.2012,18:21,01:30
Houston Riess,3,10.10.2012,04:21,04:21
Chana Crowther,4,10.10.2012,18:21,01:32
Aleisha Lige,5,10.10.2012,18:21,02:11
Aleisha Lige,5,10.10.2012,04:21,04:21
Modesto Melody,6,10.10.2012,18:21,00:23
Hassan Lindstedt,7,10.10.2012,18:21,01:04
Elwood Quarles,8,10.10.2012,18:21,04:11
Marci Luckett,9,10.10.2012,18:21,01:19
Virgilio Godby,10,10.10.2012,18:21,00:41
Curtis Duden,11,10.10.2012,18:21,04:01
Curtis Duden,11,10.10.2012,04:21,04:21
Kristina Marrinan,12,10.10.2012,18:21,21:00
Felisa Diver,13,10.10.2012,18:21,04:01
Dalia Hoak,14,10.10.2012,18:21,22:50
Dalia Hoak,14,10.10.2012,04:21,04:21
Lilli Brockington,1,11.10.2012,18:21,22:37
Wenona Endsley,2,11.10.2012,18:21,04:36
Wenona Endsley,2,11.10.2012,04:21,04:21
Houston Riess,3,11.10.2012,18:21,03:42
Chana Crowther,4,11.10.2012,18:21,06:10
Chana Crowther,4,11.10.2012,04:21,04:21
Aleisha Lige,5,11.10.2012,18:21,01:05
Aleisha Lige,5,11.10.2012,04:21,04:21
Modesto Melody,6,11.10.2012,18:21,21:03
Hassan Lindstedt,7,11.10.2012,18:21,01:40
Hassan Lindstedt,7,11.10.2012,04:21,04:21
Elwood Quarles,8,11.10.2012,18:21,23:35
Elwood Quarles,8,11.10.2012,04:21,04:21
Marci Luckett,9,11.10.2012,18:21,02:27
Marci Luckett,9,11.10.2012,04:21,04:21
Virgilio Godby,10,11.10.2012,18:21,05:00
Curtis Duden,11,11.10.2012,18:21,02:10
Curtis Duden,11,11.10.2012,04:21,04:21
Kristina Marrinan,12,11.10.2012,18:21,04:12
Kristina Marrinan,12,11.10.2012,04:21,04:21
Lilli Brockington,1,12.10.2012,18:21,05:48
Lilli Brockington,1,12.10.2012,04:21,04:21
Wenona Endsley,2,12.10.2012,18:21,23:46
Wenona Endsley,2,12.10.2012,04:21,04:21
Houston Riess,3,12.10.2012,18:21,21:32
Houston Riess,3,12.10.2012,04:21,04:21
Chana Crowther,4,12.10.2012,18:21,22:15
Chana Crowther,4,12.10.2012,04:21,04:21
Aleisha Lige,5,12.10.2012,18:21,00:44
Aleisha Lige,5,12.10.2012,04:21,04:21
Modesto Melody,6,12.10.2012,18:21,00:58
Hassan Lindstedt,7,12.10.2012,18:21,21:08
Hassan Lindstedt,7,12.10.2012,04:21,04:21
Elwood Quarles,8,12.10.2012,18:21,01:53
Marci Luckett,9,12.10.2012,18:21,04:05
Virgilio Godby,10,12.10.2012,18:21,04:22
Curtis Duden,11,12.10.2012,18:21,22:38
Kristina Marrinan,12,12.10.2012,18:21,03:36
Kristina Marrinan,12,12.10.2012,04:21,04:21
Felisa Diver,13,12.10.2012,18:21,02:42
Felisa Diver,13,12.10.2012,04:21,04:21
Dalia Hoak,14,12.10.2012,18:21,01:29
Dalia Hoak,14,12.10.2012,04:21,04:21
Shiloh Weis,15,12.10.2012,18:21,04:22
Lilli Brockington,1,13.10.2012,18:21,21:55
Wenona Endsley,2,13.10.2012,18:21,01:02
Wenona Endsley,2,13.10.2012,04:21,04:21
Houston Riess,3,13.10.2012,18:21,03:35
Chana Crowther,4,13.10.2012,18:21,06:16
Aleisha Lige,5,13.10.2012,18:21,03:03
Aleisha Lige,5,13.10.2012,04:21,04:21
Modesto Melody,6,13.10.2012,18:21,03:14
Hassan Lindstedt,7,13.10.2012,18:21,06:04
Elwood Quarles,8,13.10.2012,18:21,04:20
Marci Luckett,9,13.10.2012,18:21,03:08
Marci Luckett,9,13.10.2012,04:21,04:21
Virgilio Godby,10,13.10.2012,18:21,20:41
Curtis Duden,11,13.10.2012,18:21,23:40
Curtis Duden,11,13.10.2012,04:21,04:21
Kristina Marrinan,12,13.10.2012,18:21,23:33
Kristina Marrinan,12,13.10.2012,04:21,04:21
Felisa Diver,13,13.10.2012,18:21,22:16
Dalia Hoak,14,13.10.2012,18:21,01:08
Shiloh Weis,15,13.10.2012,18:21,21:44
Lilli Brockington,1,14.10.2012,18:21,00:06
Lilli Brockington,1,14.10.2012,04:21,04:21
Wenona Endsley,2,14.10.2012,18:21,04:02
Houston Riess,3,14.10.2012,18:21,00:56
Chana Crowther,4,14.10.2012,18:21,02:45
Aleisha Lige,5,14.10.2012,18:21,01:37
Modesto Melody,6,14.10.2012,18:21,03:43
Modesto Melody,6,14.10.2012,04:21,04:21
Hassan Lindstedt,7,14.10.2012,18:21,22:10
Elwood Quarles,8,14.10.2012,18:21,05:53
Marci Luckett,9,14.10.2012,18:21,20:37
Virgilio Godby,10,14.10.2012,18:21,21:09
Curtis Duden,11,14.10.2012,18:21,04:25
Curtis Duden,11,14.10.2012,04:21,04:21
Kristina Marrinan,12,14.10.2012,18:21,21:29
Felisa Diver,13,14.10.2012,18:21,22:12
Felisa Diver,13,14.10.2012,04:21,04:21
Dalia Hoak,14,14.10.2012,18:21,03:37
Lilli Brockington,1,15.10.2012,18:21,23:04
Lilli Brockington,1,15.10.2012,04:21,04:21
Wenona Endsley,2,15.10.2012,18:21,01:42
Wenona Endsley,2,15.10.2012,04:21,04:21
Houston Riess,3,15.10.2012,18:21,00:43
Chana Crowther,4,15.10.2012,18:21,23:36
Chana Crowther,4,15.10.2012,04:21,04:21
Aleisha Lige,5,15.10.2012,18:21,20:47
Aleisha Lige,5,15.10.2012,04:21,04:21
Modesto Melody,6,15.10.2012,18:21,20:46
Modesto Melody,6,15.10.2012,04:21,04:21
Hassan Lindstedt,7,15.10.2012,18:21,00:45
Hassan Lindstedt,7,15.10.2012,04:21,04:21
Elwood Quarles,8,15.10.2012,18:21,05:54
Marci Luckett,9,15.10.2012,18:21,03:13
Virgilio Godby,10,15.10.2012,18:21,21:17
Curtis Duden,11,15.10.2012,18:21,23:54
Kristina Marrinan,12,15.10.2012,18:21,23:53
Lilli Brockington,1,16.10.2012,18:21,05:47
Wenona Endsley,2,16.10.2012,18:21,06:17
Houston Riess,3,16.10.2012,18:21,02:39
Houston Riess,3,16.10.2012,04:21,04:21
Chana Crowther,4,16.10.2012,18:21,05:07
Chana Crowther,4,16.10.2012,04:21,04:21
Aleisha Lige,5,16.10.2012,18:21,21:08
Aleisha Lige,5,16.10.2012,04:21,04:21
Modesto Melody,6,16.10.2012,18:21,21:55
Modesto Melody,6,16.10.2012,04:21,04:21
Hassan Lindstedt,7,16.10.2012,18:21,04:03
Elwood Quarles,8,16.10.2012,18:21,23:28
Marci Luckett,9,16.10.2012,18:21,21:12
Virgilio Godby,10,16.10.2012,18:21,22:54
Curtis Duden,11,16.10.2012,18:21,05:51
Kristina Marrinan,12,16.10.2012,18:21,21:50
Kristina Marrinan,12,16.10.2012,04:21,04:21
Felisa Diver,13,16.10.2012,18:21,20:46
Dalia Hoak,14,16.10.2012,18:21,06:21
Lilli Brockington,1,17.10.2012,18:21,23:41
Lilli Brockington,1,17.10.2012,04:21,04:21
Wenona Endsley,2,17.10.2012,18:21,02:36
Wenona Endsley,2,17.10.2012,04:21,04:21
Houston Riess,3,17.10.2012,18:21,20:51
Chana Crowther,4,17.10.2012,18:21,21:45
Aleisha Lige,5,17.10.2012,18:21,01:55
Modesto Melody,6,17.10.2012,18:21,02:39
Hassan Lindstedt,7,17.10.2012,18:21,23:52
Elwood Quarles,8,17.10.2012,18:21,00:09
Marci Luckett,9,17.10.2012,18:21,03:21
Marci Luckett,9,17.10.2012,04:21,04:21
Virgilio Godby,10,17.10.2012,18:21,23:01
Virgilio Godby,10,17.10.2012,04:21,04:21
Curtis Duden,11,17.10.2012,18:21,03:33
Curtis Duden,11,17.10.2012,04:21,04:21
Kristina Marrinan,12,17.10.2012,18:21,00:41
Kristina Marrinan,12,17.10.2012,04:21,04:21
Lilli Brockington,1,18.10.2012,18:21,03:29
Lilli Brockington,1,18.10.2012,04:21,04:21
Wenona Endsley,2,18.10.2012,18:21,21:00
Houston Riess,3,18.10.2012,18:21,03:23
Houston Riess,3,18.10.2012,04:21,04:21
Chana Crowther,4,18.10.2012,18:21,04:57
Aleisha Lige,5,18.10.2012,18:21,06:15
Modesto Melody,6,18.10.2012,18:21,21:43
Modesto Melody,6,18.10.2012,04:21,04:21
Hassan Lindstedt,7,18.10.2012,18:21,22:45
Elwood Quarles,8,18.10.2012,18:21,01:24
Marci Luckett,9,18.10.2012,18:21,21:44
Marci Luckett,9,18.10.2012,04:21,04:21
Virgilio Godby,10,18.10.2012,18:21,21:52
Curtis Duden,11,18.10.2012,18:21,20:37
Kristina Marrinan,12,18.10.2012,18:21,23:10
Felisa Diver,13,18.10.2012,18:21,01:01
Felisa Diver,13,18.10.2012,04:21,04:21
Dalia Hoak,14,18.10.2012,18:21,20:37
Dalia Hoak,14,18.10.2012,04:21,04:21
Shiloh Weis,15,18.10.2012,18:21,21:50
Shiloh Weis,15,18.10.2012,04:21,04:21
Lilli Brockington,1,19.10.2012,18:21,21:23
Lilli Brockington,1,19.10.2012,04:21,04:21
Wenona Endsley,2,19.10.2012,18:21,23:52
Houston Riess,3,19.10.2012,18:21,22:13
Houston Riess,3,19.10.2012,04:21,04:21
Chana Crowther,4,19.10.2012,18:21,21:43
Chana Crowther,4,19.10.2012,04:21,04:21
Aleisha Lige,5,19.10.2012,18:21,00:36
Aleisha Lige,5,19.10.2012,04:21,04:21
Modesto Melody,6,19.10.2012,18:21,05:40
Hassan Lindstedt,7,19.10.2012,18:21,03:26
Hassan Lindstedt,7,19.10.2012,04:21,04:21
Elwood Quarles,8,19.10.2012,18:21,23:24
Marci Luckett,9,19.10.2012,18:21,00:54
Marci Luckett,9,19.10.2012,04:21,04:21
Virgilio Godby,10,19.10.2012,18:21,21:54
Curtis Duden,11,19.10.2012,18:21,04:46
Kristina Marrinan,12,19.10.2012,18:21,21:39
Kristina Marrinan,12,19.10.2012,04:21,04:21
Felisa Diver,13,19.10.2012,18:21,06:13
Dalia Hoak,14,19.10.2012,18:21,00:20
Lilli Brockington,1,20.10.2012,18:21,23:49
Wenona Endsley,2,20.10.2012,18:21,21:11
Houston Riess,3,20.10.2012,18:21,03:19
Chana Crowther,4,20.10.2012,18:21,20:36
Chana Crowther,4,20.10.2012,04:21,04:21
Aleisha Lige,5,20.10.2012,18:21,23:49
Aleisha Lige,5,20.10.2012,04:21,04:21
Modesto Melody,6,20.10.2012,18:21,04:25
Hassan Lindstedt,7,20.10.2012,18:21,22:03
Elwood Quarles,8,20.10.2012,18:21,03:26
Elwood Quarles,8,20.10.2012,04:21,04:21
Marci Luckett,9,20.10.2012,18:21,03:48
Virgilio Godby,10,20.10.2012,18:21,01:20
Curtis Duden,11,20.10.2012,18:21,06:19
Kristina Marrinan,12,20.10.2012,18:21,04:18
Kristina Marrinan,12,20.10.2012,04:21,04:21
Felisa Diver,13,20.10.2012,18:21,01:15
Lilli Brockington,1,21.10.2012,18:21,06:05
Wenona Endsley,2,21.10.2012,18:21,04:50
Wenona Endsley,2,21.10.2012,04:21,04:21
Houston Riess,3,21.10.2012,18:21,23:33
Chana Crowther,4,21.10.2012,18:21,04:46
Chana Crowther,4,21.10.2012,04:21,04:21
Aleisha Lige,5,21.10.2012,18:21,03:42
Aleisha Lige,5,21.10.2012,04:21,04:21
Modesto Melody,6,21.10.2012,18:21,20:37
Modesto Melody,6,21.10.2012,04:21,04:21
Hassan Lindstedt,7,21.10.2012,18:21,22:34
Hassan Lindstedt,7,21.10.2012,04:21,04:21
Elwood Quarles,8,21.10.2012,18:21,03:13
Marci Luckett,9,21.10.2012,18:21,04:33
Marci Luckett,9,21.10.2012,04:21,04:21
Virgilio Godby,10,21.10.2012,18:21,22:00
Virgilio Godby,10,21.10.2012,04:21,04:21
Curtis Duden,11,21.10.2012,18:21,01:13
Curtis Duden,11,21.10.2012,04:21,04:21
Kristina Marrinan,12,21.10.2012,18:21,05:06
Kristina Marrinan,12,21.10.2012,04:21,04:21
Felisa Diver,13,21.10.2012,18:21,01:13
Felisa Diver,13,21.10.2012,04:21,04:21
Dalia Hoak,14,21.10.2012,18:21,20:28
Shiloh Weis,15,21.10.2012,18:21,00:28
Neoma Paine,16,21.10.2012,18:21,05:41
Neoma Paine,16,21.10.2012,04:21,04:21
Celena Ranck,17,21.10.2012,18:21,22:28
Lilli Brockington,1,22.10.2012,18:21,00:30
Wenona Endsley,2,22.10.2012,18:21,23:08
Houston Riess,3,22.10.2012,18:21,03:55
Houston Riess,3,22.10.2012,04:21,04:21
Chana Crowther,4,22.10.2012,18:21,06:11
Aleisha Lige,5,22.10.2012,18:21,22:19
Aleisha Lige,5,22.10.2012,04:21,04:21
Modesto Melody,6,22.10.2012,18:21,05:09
Hassan Lindstedt,7,22.10.2012,18:21,02:04
Elwood Quarles,8,22.10.2012,18:21,21:17
Elwood Quarles,8,22.10.2012,04:21,04:21
Marci Luckett,9,22.10.2012,18:21,20:46
Marci Luckett,9,22.10.2012,04:21,04:21
Virgilio Godby,10,22.10.2012,18:21,05:27
Curtis Duden,11,22.10.2012,18:21,23:59
Kristina Marrinan,12,22.10.2012,18:21,23:23
Felisa Diver,13,22.10.2012,18:21,21:40
Felisa Diver,13,22.10.2012,04:21,04:21
Dalia Hoak,14,22.10.2012,18:21,21:49
Shiloh Weis,15,22.10.2012,18:21,02:44
Shiloh Weis,15,22.10.2012,04:21,04:21
Lilli Brockington,1,23.10.2012,18:21,01:08
Lilli Brockington,1,23.10.2012,04:21,04:21
Wenona Endsley,2,23.10.2012,18:21,22:54
Wenona Endsley,2,23.10.2012,04:21,04:21
Houston Riess,3,23.10.2012,18:21,03:36
Houston Riess,3,23.10.2012,04:21,04:21
Chana Crowther,4,23.10.2012,18:21,20:23
Chana Crowther,4,23.10.2012,04:21,04:21
Aleisha Lige,5,23.10.2012,18:21,22:27
Modesto Melody,6,23.10.2012,18:21,04:21
Hassan Lindstedt,7,23.10.2012,18:21,21:24
Hassan Lindstedt,7,23.10.2012,04:21,04:21
Elwood Quarles,8,23.10.2012,18:21,03:31
Elwood Quarles,8,23.10.2012,04:21,04:21
Marci Luckett,9,23.10.2012,18:21,01:53
Marci Luckett,9,23.10.2012,04:21,04:21
Virgilio Godby,10,23.10.2012,18:21,01:48
Virgilio Godby,10,23.10.2012,04:21,04:21
Curtis Duden,11,23.10.2012,18:21,03:39
Kristina Marrinan,12,23.10.2012,18:21,03:51
Kristina Marrinan,12,23.10.2012,04:21,04:21
Felisa Diver,13,23.10.2012,18:21,04:27
Felisa Diver,13,23.10.2012,04:21,04:21
Lilli Brockington,1,24.10.2012,18:21,03:38
Wenona Endsley,2,24.10.2012,18:21,03:33
Wenona Endsley,2,24.10.2012,04:21,04:21
Houston Riess,3,24.10.2012,18:21,20:28
Chana Crowther,4,24.10.2012,18:21,03:06
Aleisha Lige,5,24.10.2012,18:21,21:48
Aleisha Lige,5,24.10.2012,04:21,04:21
Modesto Melody,6,24.10.2012,18:21,06:19
Hassan Lindstedt,7,24.10.2012,18:21,20:31
Elwood Quarles,8,24.10.2012,18:21,21:45
Marci Luckett,9,24.10.2012,18:21,01:24
Marci Luckett,9,24.10.2012,04:21,04:21
Virgilio Godby,10,24.10.2012,18:21,00:11
Curtis Duden,11,24.10.2012,18:21,03:30
Kristina Marrinan,12,24.10.2012,18:21,21:05
Kristina Marrinan,12,24.10.2012,04:21,04:21
Felisa Diver,13,24.10.2012,18:21,21:56
Felisa Diver,13,24.10.2012,04:21,04:21
Dalia Hoak,14,24.10.2012,18:21,01:03
Lilli Brockington,1,25.10.2012,18:21,23:54
Lilli Brockington,1,25.10.2012,04:21,04:21
Wenona Endsley,2,25.10.2012,18:21,05:40
Houston Riess,3,25.10.2012,18:21,20:59
Chana Crowther,4,25.10.2012,18:21,04:42
Aleisha Lige,5,25.10.2012,18:21,01:55
Aleisha Lige,5,25.10.2012,04:21,04:21
Modesto Melody,6,25.10.2012,18:21,21:59
Modesto Melody,6,25.10.2012,04:21,04:21
Hassan Lindstedt,7,25.10.2012,18:21,01:37
Elwood Quarles,8,25.10.2012,18:21,03:44
Marci Luckett,9,25.10.2012,18:21,03:47
Virgilio Godby,10,25.10.2012,18:21,05:27
Curtis Duden,11,25.10.2012,18:21,02:33
Kristina Marrinan,12,25.10.2012,18:21,06:10
Kristina Marrinan,12,25.10.2012,04:21,04:21
Felisa Diver,13,25.10.2012,18:21,00:54
Felisa Diver,13,25.10.2012,04:21,04:21
Dalia Hoak,14,25.10.2012,18:21,05:07
Dalia Hoak,14,25.10.2012,04:21,04:21
Lilli Brockington,1,26.10.2012,18:21,23:57
Wenona Endsley,2,26.10.2012,18:21,03:50
Wenona Endsley,2,26.10.2012,04:21,04:21
Houston Riess,3,26.10.2012,18:21,21:14
Chana Crowther,4,26.10.2012,18:21,02:34
Aleisha Lige,5,26.10.2012,18:21,04:31
Aleisha Lige,5,26.10.2012,04:21,04:21
Modesto Melody,6,26.10.2012,18:21,20:26
Modesto Melody,6,26.10.2012,04:21,04:21
Hassan Lindstedt,7,26.10.2012,18:21,21:37
Hassan Lindstedt,7,26.10.2012,04:21,04:21
Elwood Quarles,8,26.10.2012,18:21,23:00
Marci Luckett,9,26.10.2012,18:21,02:18
Marci Luckett,9,26.10.2012,04:21,04:21
Virgilio Godby,10,26.10.2012,18:21,02:30
Virgilio Godby,10,26.10.2012,04:21,04:21
Curtis Duden,11,26.10.2012,18:21,05:19
Kristina Marrinan,12,26.10.2012,18:21,21:39
Kristina Marrinan,12,26.10.2012,04:21,04:21
Lilli Brockington,1,27.10.2012,18:21,20:29
Lilli Brockington,1,27.10.2012,03:21,03:21
Wenona Endsley,2,27.10.2012,18:21,04:40
Houston Riess,3,27.10.2012,18:21,21:46
Houston Riess,3,27.10.2012,03:21,03:21
Chana Crowther,4,27.10.2012,18:21,23:39
Aleisha Lige,5,27.10.2012,18:21,01:52
Aleisha Lige,5,27.10.2012,03:21,03:21
Modesto Melody,6,27.10.2012,18:21,03:56
Hassan Lindstedt,7,27.10.2012,18:21,23:24
Elwood Quarles,8,27.10.2012,18:21,03:36
Marci Luckett,9,27.10.2012,18:21,00:24
Marci Luckett,9,27.10.2012,03:21,03:21
Virgilio Godby,10,27.10.2012,18:21,03:15
Virgilio Godby,10,27.10.2012,03:21,03:21
Curtis Duden,11,27.10.2012,18:21,21:01
Curtis Duden,11,27.10.2012,03:21,03:21
Kristina Marrinan,12,27.10.2012,18:21,05:12
Felisa Diver,13,27.10.2012,18:21,23:34
Felisa Diver,13,27.10.2012,03:21,03:21
Lilli Brockington,1,28.10.2012,17:21,22:38
Wenona Endsley,2,28.10.2012,17:21,03:07
Houston Riess,3,28.10.2012,17:21,05:07
Chana Crowther,4,28.10.2012,17:21,00:07
Aleisha Lige,5,28.10.2012,17:21,00:58
Aleisha Lige,5,28.10.2012,03:21,03:21
Modesto Melody,6,28.10.2012,17:21,20:27
Modesto Melody,6,28.10.2012,03:21,03:21
Hassan Lindstedt,7,28.10.2012,17:21,23:08
Elwood Quarles,8,28.10.2012,17:21,05:15
Elwood Quarles,8,28.10.2012,03:21,03:21
Marci Luckett,9,28.10.2012,17:21,01:25
Virgilio Godby,10,28.10.2012,17:21,01:25
Curtis Duden,11,28.10.2012,17:21,23:21
Curtis Duden,11,28.10.2012,03:21,03:21
Kristina Marrinan,12,28.10.2012,17:21,01:32
Kristina Marrinan,12,28.10.2012,03:21,03:21
Felisa Diver,13,28.10.2012,17:21,22:32
Lilli Brockington,1,29.10.2012,17:21,19:34
Wenona Endsley,2,29.10.2012,17:21,04:09
Houston Riess,3,29.10.2012,17:21,01:12
Houston Riess,3,29.10.2012,03:21,03:21
Chana Crowther,4,29.10.2012,17:21,02:39
Aleisha Lige,5,29.10.2012,17:21,02:25
Modesto Melody,6,29.10.2012,17:21,05:16
Hassan Lindstedt,7,29.10.2012,17:21,01:21
Hassan Lindstedt,7,29.10.2012,03:21,03:21
Elwood Quarles,8,29.10.2012,17:21,00:14
Marci Luckett,9,29.10.2012,17:21,05:15
Marci Luckett,9,29.10.2012,03:21,03:21
Virgilio Godby,10,29.10.2012,17:21,02:59
Curtis Duden,11,29.10.2012,17:21,22:59
Curtis Duden,11,29.10.2012,03:21,03:21
Kristina Marrinan,12,29.10.2012,17:21,22:17
Felisa Diver,13,29.10.2012,17:21,22:11
Dalia Hoak,14,29.10.2012,17:21,00:05
Lilli Brockington,1,30.10.2012,17:21,00:10
Lilli Brockington,1,30.10.2012,03:21,03:21
Wenona Endsley,2,30.10.2012,17:21,22:19
Wenona Endsley,2,30.10.2012,03:21,03:21
